ท่าวุ้ง,ลพบุรี,14.881,100.482
เมืองอุดรธานี,อุดรธานี,17.411,102.792
เชียรใหญ่,นครศรีธรรมราช,8.156,100.197
งาว,ลำปาง,18.752,99.996
วังยาง,นครพนม,17.065,104.482
คลองสามวา,กรุงเทพมหานคร,13.854,100.745
ดอนพุด,สระบุรี,14.596,100.621
กุมภวาปี,อุดรธานี,17.044,102.934
บางปะกง,ฉะเชิงเทรา,13.527,101.054
ขุขันธ์,ศรีสะเกษ,14.669,104.271
ปักธงชัย,นครราชสีมา,14.663,102.046
เมืองพิจิตร,พิจิตร,16.443,100.343
โคกโพธิ์,ปัตตานี,6.701,101.116
เมืองลำปาง,ลำปาง,18.29,99.492
คลองเขื่อน,ฉะเชิงเทรา,13.721,101.15
เชียงคำ,พะเยา,19.495,100.327
จะนะ,สงขลา,6.794,100.7
แม่จัน,เชียงราย,20.256,99.864
หนองฉาง,อุทัยธานี,15.372,99.81
เมืองยโสธร,ยโสธร,15.799,104.148
ว่านใหญ่,มุกดาหาร,16.807,104.708
นาโยง,ตรัง,7.566,99.699
เมืองพัทลุง,พัทลุง,7.589,100.05
วัดเพลง,ราชบุรี,13.449,99.872
เมืองร้อยเอ็ด,ร้อยเอ็ด,16.051,103.653
บ้านหมอ,สระบุรี,14.584,100.767
บางกล่ำ,สงขลา,7.075,100.45
ศรีสมเด็จ,ร้อยเอ็ด,15.973,103.535
หัวไทร,นครศรีธรรมราช,7.969,100.322
เมืองนครสวรรค์,นครสวรรค์,15.734,100.14
ลาดกระบัง,กรุงเทพมหานคร,13.723,100.771
เฉลิมพระเกียรติ,สระบุรี,14.607,100.931
แสวงหา,อ่างทอง,14.741,100.364
ลำปลายมาศ,บุรีรัมย์,15.019,102.834
เขาย้อย,เพชรบุรี,13.284,99.838
บ้านแพ้ว,สมุทรสาคร,13.639,100.141
กำแพงแสน,นครปฐม,13.991,99.983
ศรีมหาโพธิ,ปราจีนบุรี,13.964,101.483
ดอนตูม,นครปฐม,13.89,100.117
ทัพทัน,อุทัยธานี,15.45,99.926
อุทุมพรพิสัย,ศรีสะเกษ,15.12,104.178
คลองใหญ่,ตราด,11.699,102.909
ควนโดน,สตูล,6.767,100.065
กงไกรลาศ,สุโขทัย,16.947,99.939
บางปลาม้า,สุพรรณบุรี,14.346,100.14
ปากพลี,นครนายก,14.18,101.306
ทุ่งครุ,กรุงเทพมหานคร,13.651,100.51
พระพุทธบาท,สระบุรี,14.713,100.831
บางกะปิ,กรุงเทพมหานคร,13.786,100.635
ปากพนัง,นครศรีธรรมราช,8.246,100.185
ห้วยยอด,ตรัง,7.811,99.618
อินทร์บุรี,สิงห์บุรี,15.009,100.329
เมืองนราธิวาส,นราธิวาส,6.424,101.82
สายไหม,กรุงเทพมหานคร,13.898,100.63
ท่าวังผา,น่าน,19.119,100.798
ปากพะยูน,พัทลุง,7.244,100.321
เก้าเลี้ยว,นครสวรรค์,15.849,100.085
ไชยา,สุราษฎร์ธานี,9.391,99.198
ประเวศ,กรุงเทพมหานคร,13.687,100.656
หล่มเก่า,เพชรบูรณ์,16.857,101.229
จังหาร,ร้อยเอ็ด,16.204,103.543
เมืองเลย,เลย,17.493,101.732
โคกสำโรง,ลพบุรี,15.064,100.68
ร่องคำ,กาฬสินธุ์,16.266,103.737
โนนสูง,นครราชสีมา,15.116,102.287
บางซื่อ,กรุงเทพมหานคร,13.82,100.529
เวียงหนองล่อง,ลำพูน,18.415,98.78
ห้วยราช,บุรีรัมย์,14.982,103.203
ประจันตคาม,ปราจีนบุรี,14.052,101.563
พระโขนง,กรุงเทพมหานคร,13.692,100.626
บางบ่อ,สมุทรปราการ,13.659,100.925
นาดูน,มหาสารคาม,15.719,103.277
พุทธมณฑล,นครปฐม,13.815,100.262
บางซ้าย,พระนครศรีอยุธยา,14.313,100.326
สามโก้,อ่างทอง,14.561,100.254
เสลภูมิ,ร้อยเอ็ด,16.024,103.921
บ้านค่าย,ระยอง,12.775,101.304
เมืองสุรินทร์,สุรินทร์,14.884,103.49
ภูเวียง,ขอนแก่น,16.679,102.364
บึงบูรพ์,ศรีสะเกษ,15.328,104.067
สองพี่น้อง,สุพรรณบุรี,14.225,100.023
ภูเพียง,น่าน,18.756,100.816
กระบุรี,ระนอง,10.427,98.793
สรรคบุรี,ชัยนาท,15.096,100.203
บ้านนา,นครนายก,14.226,101.009
ไชยปราการ,เชียงใหม่,19.748,99.145
สอง,แพร่,18.365,100.198
เมืองอุตรดิตถ์,อุตรดิตถ์,17.613,100.079
สุวรรณภูมิ,ร้อยเอ็ด,15.604,103.898
ลาดหลุมแก้ว,ปทุมธานี,13.99,100.449
นาทวี,สงขลา,6.781,100.67
เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์,11.805,99.784
เรณูนคร,นครพนม,17.019,104.698
ธัญบุรี,ปทุมธานี,13.999,100.687
ค่ายบางระจัน,สิงห์บุรี,14.827,100.368
นาหว้า,นครพนม,17.507,104.145
กู่แก้ว,อุดรธานี,17.205,103.141
บางแพ,ราชบุรี,13.654,99.978
บางระจัน,สิงห์บุรี,14.941,100.319
ภูผาม่าน,ขอนแก่น,16.648,101.935
เขาวง,กาฬสินธุ์,16.719,104.055
ทุ่งหว้า,สตูล,6.998,99.691
คอนสาร,ชัยภูมิ,16.61,101.921
เขื่องใน,อุบลราชธานี,15.489,104.464
แม่ใจ,พะเยา,19.33,99.846
หนองสูง,มุกดาหาร,16.491,104.36
ชัยบาดาล,ลพบุรี,15.059,101.077
เมืองศรีสะเกษ,ศรีสะเกษ,15.015,104.369
เกาะคา,ลำปาง,18.196,99.413
สำโรงทาบ,สุรินทร์,15.092,103.875
หนองจอก,กรุงเทพมหานคร,13.872,100.81
เชียงขวัญ,ร้อยเอ็ด,16.128,103.741
บางนา,กรุงเทพมหานคร,13.672,100.616
ภูกามยาว,พะเยา,19.241,99.989
โพธิ์ศรีสุวรรณ,ศรีสะเกษ,15.233,104.111
ธวัชบุรี,ร้อยเอ็ด,16.099,103.767
หนองแขม,กรุงเทพมหานคร,13.714,100.351
วังน้อย,พระนครศรีอยุธยา,14.249,100.8
ห้วยแถลง,นครราชสีมา,14.985,102.687
พรหมคีรี,นครศรีธรรมราช,8.54,99.874
สรรพยา,ชัยนาท,15.084,100.272
ดอกคำใต้,พะเยา,19.134,99.998
ภูซาง,พะเยา,19.622,100.37
เขาชัยสน,พัทลุง,7.489,100.194
โกรกพระ,นครสวรรค์,15.594,100.081
ร้องกวาง,แพร่,18.304,100.257
ศรีนครินทร์,พัทลุง,7.554,99.971
พยัคฆภูมิพิสัย,มหาสารคาม,15.506,103.31
รัษฎา,ตรัง,7.987,99.645
คำชะอี,มุกดาหาร,16.616,104.453
สำโรง,อุบลราชธานี,15.01,104.793
เมืองสกลนคร,สกลนคร,17.125,104.26
นางรอง,บุรีรัมย์,14.581,102.705
ปัว,น่าน,19.13,100.9
วังทองหลาง,กรุงเทพมหานคร,13.779,100.609
ทุ่งเขาหลวง,ร้อยเอ็ด,16.039,103.889
เมืองกำแพงเพชร,กำแพงเพชร,16.473,99.528
บางเลน,นครปฐม,13.954,100.199
พนมทวน,กาญจนบุรี,14.076,99.667
บ้านดุง,อุดรธานี,17.684,103.259
พล,ขอนแก่น,15.879,102.556
บางเขน,กรุงเทพมหานคร,13.868,100.606
บาเจาะ,นราธิวาส,6.545,101.625
แม่สอด,ตาก,16.716,98.573
ยี่งอ,นราธิวาส,6.422,101.663
ตระการพืชผล,อุบลราชธานี,15.601,105.021
กันทรวิชัย,มหาสารคาม,16.283,103.38
สากเหล็ก,พิจิตร,16.522,100.556
ละอุ่น,ระนอง,10.029,98.884
สุไหงโก-ลก,นราธิวาส,6.008,101.949
อาจสามารถ,ร้อยเอ็ด,15.865,103.925
ยะหา,ยะลา,6.527,101.153
ตากใบ,นราธิวาส,6.22,102.059
ลาดบัวหลวง,พระนครศรีอยุธยา,14.134,100.368
คำเขื่อนแก้ว,ยโสธร,15.665,104.282
ย่านตาขาว,ตรัง,7.406,99.674
วิหารแดง,สระบุรี,14.313,100.99
ท่าอุเทน,นครพนม,17.576,104.591
จอมพระ,สุรินทร์,15.136,103.565
ทวีวัฒนา,กรุงเทพมหานคร,13.758,100.348
ปาย,แม่ฮ่องสอน,19.362,98.419
สหัสขันธ์,กาฬสินธุ์,16.706,103.491
ตาคลี,นครสวรรค์,15.175,100.393
หนองกี่,บุรีรัมย์,14.669,102.571
ชุมแพ,ขอนแก่น,16.514,102.14
บ้านเขว้า,ชัยภูมิ,15.804,101.93
ควนขนุน,พัทลุง,7.654,100.01
กาญจนดิษฐ์,สุราษฎร์ธานี,9.181,99.465
ราษีไศล,ศรีสะเกษ,15.435,104.125
ฉวาง,นครศรีธรรมราช,8.533,99.5
เมืองตราด,ตราด,12.078,102.562
กุฉินารายณ์,กาฬสินธุ์,16.506,104.001
นิคมน้ำอูน,สกลนคร,17.155,103.712
ขุนหาญ,ศรีสะเกษ,14.635,104.371
จตุรพักตรพิมาน,ร้อยเอ็ด,15.901,103.599
แหลมงอบ,ตราด,12.209,102.436
อู่ทอง,สุพรรณบุรี,14.322,99.898
บางกระทุ่ม,พิษณุโลก,16.577,100.245
ห้วยเม็ก,กาฬสินธุ์,16.538,103.314
โกสุมพิสัย,มหาสารคาม,16.216,103.142
เชียงยืน,มหาสารคาม,16.389,103.059
ยางสีสุราช,มหาสารคาม,15.649,103.146
สนม,สุรินทร์,15.124,103.838
บ้านบึง,ชลบุรี,13.33,101.072
วานรนิวาส,สกลนคร,17.767,103.726
กะทู้,ภูเก็ต,7.945,98.289
เปือยน้อย,ขอนแก่น,15.85,102.895
ไพรบึง,ศรีสะเกษ,14.857,104.303
โพธิ์ชัย,ร้อยเอ็ด,16.281,103.812
พาน,เชียงราย,19.575,99.765
เมยวดี,ร้อยเอ็ด,16.416,104.123
หนองกุงศรี,กาฬสินธุ์,16.678,103.307
กะพ้อ,ปัตตานี,6.603,101.554
ชนบท,ขอนแก่น,16.115,102.623
วาริชภูมิ,สกลนคร,17.319,103.543
ศรีมโหสถ,ปราจีนบุรี,13.926,101.41
แม่ทะ,ลำปาง,18.122,99.477
แม่ลาน,ปัตตานี,6.677,101.266
แว้ง,นราธิวาส,5.973,101.842
กันทรารมย์,ศรีสะเกษ,15.066,104.583
โนนศิลา,ขอนแก่น,16.005,102.687
ท่าศาลา,นครศรีธรรมราช,8.613,99.923
ฆ้องชัย,กาฬสินธุ์,16.321,103.493
ชะอำ,เพชรบุรี,12.891,99.971
พยุหะคีรี,นครสวรรค์,15.455,100.145
แม่สาย,เชียงราย,20.431,99.913
แม่ออน,เชียงใหม่,18.758,99.263
ทับสะแก,ประจวบคีรีขันธ์,11.516,99.627
เมืองอำนาจเจริญ,อำนาจเจริญ,15.823,104.562
นาวัง,หนองบัวลำภู,17.308,102.117
วังหิน,ศรีสะเกษ,14.926,104.204
ชะอวด,นครศรีธรรมราช,7.949,100.017
หนองบัว,นครสวรรค์,15.864,100.429
นาแก,นครพนม,16.918,104.575
ดอยเต่า,เชียงใหม่,18.053,98.626
ทุ่งยางแดง,ปัตตานี,6.605,101.448
พนมสารคาม,ฉะเชิงเทรา,13.76,101.383
พระพรหม,นครศรีธรรมราช,8.331,99.907
โพนทอง,ร้อยเอ็ด,16.206,103.873
หนองหาน,อุดรธานี,17.395,103.273
มหาชนะชัย,ยโสธร,15.552,104.329
ลืออำนาจ,อำนาจเจริญ,15.716,104.617
ท่าบ่อ,หนองคาย,17.819,102.61
บรบือ,มหาสารคาม,15.897,103.202
คอนสวรรค์,ชัยภูมิ,15.887,102.31
ซำสูง,ขอนแก่น,16.616,103.122
ศรีประจันต์,สุพรรณบุรี,14.661,100.095
บางแก้ว,พัทลุง,7.451,100.157
ยางตลาด,กาฬสินธุ์,16.543,103.351
ทุ่งฝน,อุดรธานี,17.542,103.159
ปราสาท,สุรินทร์,14.688,103.377
สร้างคอม,อุดรธานี,17.843,103.058
สุวรรณคูหา,หนองบัวลำภู,17.551,102.277
พรเจริญ,บึงกาฬ,18.031,103.711
คลองหลวง,ปทุมธานี,14.125,100.75
วาปีปทุม,มหาสารคาม,15.852,103.312
จะแนะ,นราธิวาส,6.132,101.728
ลำลูกกา,ปทุมธานี,13.955,100.641
บางเสาธง,สมุทรปราการ,13.641,100.803
โนนนารายณ์,สุรินทร์,15.228,103.927
บึงกุ่ม,กรุงเทพมหานคร,13.808,100.65
เมืองกาฬสินธุ์,กาฬสินธุ์,16.437,103.522
ไทรน้อย,นนทบุรี,13.976,100.344
ชำนิ,บุรีรัมย์,14.755,102.888
สุไหงปาดี,นราธิวาส,6.02,101.889
นาหม่อม,สงขลา,6.965,100.529
มโนรมย์,ชัยนาท,15.354,100.122
ยางชุมน้อย,ศรีสะเกษ,15.212,104.413
ศรีเมืองใหม่,อุบลราชธานี,15.52,105.219
ท่าปลา,อุตรดิตถ์,17.76,100.333
หนองฮี,ร้อยเอ็ด,15.55,104.062
สวนหลวง,กรุงเทพมหานคร,13.726,100.628
นาเชือก,มหาสารคาม,15.722,103.038
หนองบุญมาก,นครราชสีมา,14.754,102.398
บัวใหญ่,นครราชสีมา,15.486,102.466
สิรินธร,อุบลราชธานี,15.134,105.364
พรหมพิราม,พิษณุโลก,16.936,100.205
พระยืน,ขอนแก่น,16.265,102.697
เมืองจันทร์,ศรีสะเกษ,15.198,104.035
คีรีรัฐนิคม,สุราษฎร์ธานี,9.063,99.025
มีนบุรี,กรุงเทพมหานคร,13.804,100.723
บางพลี,สมุทรปราการ,13.642,100.662
โชคชัย,นครราชสีมา,14.714,102.189
นาคู,กาฬสินธุ์,16.761,104.063
แม่ลาว,เชียงราย,19.804,99.768
กระนวน,ขอนแก่น,16.671,103.127
บ้านนาเดิม,สุราษฎร์ธานี,8.947,99.269
สมเด็จ,กาฬสินธุ์,16.759,103.679
พยุห์,ศรีสะเกษ,14.898,104.334
แกดำ,มหาสารคาม,16.022,103.442
ศรีเชียงใหม่,หนองคาย,17.942,102.594
ปรางค์กู่,ศรีสะเกษ,14.881,104.042
บ้านด่าน,บุรีรัมย์,15.138,103.219
องครักษ์,นครนายก,13.99,100.937
ชื่นชม,มหาสารคาม,16.475,103.124
สีดา,นครราชสีมา,15.564,102.588
กงหรา,พัทลุง,7.473,99.989
คันนายาว,กรุงเทพมหานคร,13.821,100.677
กมลาไสย,กาฬสินธุ์,16.289,103.511
หนองหงส์,บุรีรัมย์,14.889,102.67
โพทะเล,พิจิตร,15.963,100.276
บ้านเหลื่อม,นครราชสีมา,15.571,102.103
น้ำพอง,ขอนแก่น,16.728,102.862
เชียงกลาง,น่าน,19.246,100.855
เวียงสา,น่าน,18.679,100.837
ห้วยทับทัน,ศรีสะเกษ,14.966,104.069
บ้านใหม่ไชยพจน์,บุรีรัมย์,15.534,102.86
คำม่วง,กาฬสินธุ์,16.803,103.655
เมืองชัยภูมิ,ชัยภูมิ,15.742,102.022
บ้านสร้าง,ปราจีนบุรี,13.984,101.202
หนองโดน,สระบุรี,14.73,100.684
เทิง,เชียงราย,19.717,100.18
เมืองสรวง,ร้อยเอ็ด,15.817,103.755
ปะคำ,บุรีรัมย์,14.432,102.657
โพธิ์ตาก,หนองคาย,17.846,102.422
ลาดยาว,นครสวรรค์,15.726,99.824
ตรอน,อุตรดิตถ์,17.502,99.976
ครบุรี,นครราชสีมา,14.489,102.279
ประโคนชัย,บุรีรัมย์,14.569,102.962
กันทรลักษ์,ศรีสะเกษ,14.66,104.657
สะพานสูง,กรุงเทพมหานคร,13.761,100.688
ม่วงสามสิบ,อุบลราชธานี,15.397,104.765
ดอนตาล,มุกดาหาร,16.41,104.814
กระสัง,บุรีรัมย์,15.027,103.338
แม่ทา,ลำพูน,18.438,99.03
ศิลาลาด,ศรีสะเกษ,15.473,104.139
ศรีสาคร,นราธิวาส,6.282,101.515
พรานกระต่าย,กำแพงเพชร,16.666,99.742
กบินทร์บุรี,ปราจีนบุรี,13.963,101.642
ศรีนคร,สุโขทัย,17.285,99.958
บ้านผือ,อุดรธานี,17.75,102.446
เหล่าเสือโก้ก,อุบลราชธานี,15.395,104.881
นายายอาม,จันทบุรี,12.701,101.933
ศรีสัชนาลัย,สุโขทัย,17.409,99.778
ศรีรัตนะ,ศรีสะเกษ,14.806,104.419
กุยบุรี,ประจวบคีรีขันธ์,12.159,99.98
โนนดินแดง,บุรีรัมย์,14.346,102.764
ลอง,แพร่,18.042,99.811
หัวตะพาน,อำนาจเจริญ,15.723,104.513
แวงใหญ่,ขอนแก่น,15.954,102.533
หนองสองห้อง,ขอนแก่น,15.77,102.788
คีรีมาศ,สุโขทัย,16.748,99.834
บ้านโฮ่ง,ลำพูน,18.383,98.75
สามชุก,สุพรรณบุรี,14.763,100.095
เด่นชัย,แพร่,17.973,100.04
อุบลรัตน์,ขอนแก่น,16.731,102.676
ประทาย,นครราชสีมา,15.536,102.724
